title	author	avg_rating	ratings	img	url
Black Notice (Kay Scarpetta, #10)	Patricia Cornwell	3.83	26809	1388461944s/123598	123598.Black_Notice
The Narrow Road to the Deep North	Richard Flanagan	4.01	26809	1374734363s/17905709	17905709-the-narrow-road-to-the-deep-north
The Teachings of Don Juan: A Yaqui Way of Knowledge	Carlos Castaneda	3.93	26805	1388266931s/78250	78250.The_Teachings_of_Don_Juan
Eva Luna	Isabel Allende	3.94	26801	1398519037s/149196	149196.Eva_Luna
The Myth of Sisyphus and Other Essays	Albert Camus	4.17	26798	1401656886s/11987	11987.The_Myth_of_Sisyphus_and_Other_Essays
The Paper Magician (The Paper Magician Trilogy, #1)	Charlie N. Holmberg	3.61	26797	1405618531s/20727654	20727654-the-paper-magician
Rage of Angels	Sidney Sheldon	3.9	26796	1356445383s/43328	43328.Rage_of_Angels
The Miracle Worker	William  Gibson	4.2	26781	1419184250s/22327	22327.The_Miracle_Worker
The Good Guy	Dean Koontz	3.8	26766	1388257720s/32441	32441.The_Good_Guy
Magic Hour	Kristin Hannah	4.09	26760	1320542057s/1470232	1470232.Magic_Hour
Wonder Boys	Michael Chabon	3.93	26756	1380670205s/16707	16707.Wonder_Boys
The Naked Sun (Robot, #2)	Isaac Asimov	4.1	26748	1335782263s/30016	30016.The_Naked_Sun
The Complete Stories	Flannery O'Connor	4.45	26738	1411025330s/284996	284996.The_Complete_Stories
Epic Fail	Claire LaZebnik	3.74	26729	1293626043s/9266776	9266776-epic-fail
Slapstick, or Lonesome No More!	Kurt Vonnegut	3.88	26721	1385160619s/9595	9595.Slapstick_or_Lonesome_No_More_
An Ice Cold Grave (Harper Connelly, #3)	Charlaine Harris	3.94	26710	1389660134s/140097	140097.An_Ice_Cold_Grave
Seeds of Yesterday (Dollanganger, #4)	V.C. Andrews	3.8	26695	1321685100s/659612	659612.Seeds_of_Yesterday
Interesting Times (Discworld, #17; Rincewind #5)	Terry Pratchett	4.16	26674	1430881376s/884288	884288.Interesting_Times
The Tin Drum	GÃƒÂ¼nter Grass	3.95	26674	1327945103s/35743	35743.The_Tin_Drum
Metro Girl (Alex Barnaby, #1)	Janet Evanovich	3.59	26665	1388269204s/40329	40329.Metro_Girl
Mistborn Trilogy: The Hero Of Ages, The Well Of Ascension And The Final Empire	Brandon Sanderson	4.54	26658	1339432977s/12199810	12199810-mistborn-trilogy
Mistborn Trilogy Boxed Set (Mistborn, #1-3)	Brandon Sanderson	4.54	26658	1257442247s/6604209	6604209-mistborn-trilogy-boxed-set
The Painted Girls	Cathy Marie Buchanan	3.61	26656	1352484200s/16138688	16138688-the-painted-girls
Ice Cold (Rizzoli & Isles, #8)	Tess Gerritsen	4.13	26646	1441916230s/7202831	7202831-ice-cold
Enduring Love	Ian McEwan	3.61	26645	1313656531s/6870	6870.Enduring_Love
The 101 Dalmatians (The Hundred and One Dalmatians, #1)	Dodie Smith	4.1	26644	1387310637s/511614	511614.The_101_Dalmatians
Midnight Rising (Midnight Breed, #4)	Lara Adrian	4.23	26631	1320404514s/1928873	1928873.Midnight_Rising
A Knight in Shining Armor	Jude Deveraux	4.23	26626	1330613623s/73385	73385.A_Knight_in_Shining_Armor
Seventh Son (Tales of Alvin Maker, #1)	Orson Scott Card	3.86	26618	1327295457s/40290	40290.Seventh_Son
The Darkest Lie (Lords of the Underworld #6)	Gena Showalter	4.33	26614	1333828376s/7519472	7519472-the-darkest-lie
Chasing Fire	Nora Roberts	4.08	26604	1302982596s/9410421	9410421-chasing-fire
Scott Pilgrim's Finest Hour (Scott Pilgrim, #6)	Bryan Lee O'Malley	4.41	26602	1348186871s/7904429	7904429-scott-pilgrim-s-finest-hour
The Immortal Highlander (Highlander, #6)	Karen Marie Moning	4.34	26594	1436985405s/112752	112752.The_Immortal_Highlander
Blood And Gold (The Vampire Chronicles, #8)	Anne Rice	3.87	26586	1408925408s/31341	31341.Blood_And_Gold
The Collected Poems of W.B. Yeats	W.B. Yeats	4.25	26578	1436919797s/53022	53022.The_Collected_Poems_of_W_B_Yeats
The Poems (The Collected Works of W.B. Yeats, Volume 1)	W.B. Yeats	4.25	26578	1344401721s/275700	275700.The_Poems
Burning Chrome	William Gibson	4.04	26576	1349075772s/22323	22323.Burning_Chrome
The Art of Loving	Erich Fromm	4	26572	1438550243s/14142	14142.The_Art_of_Loving
The Seat of the Soul	Gary Zukav	3.95	26568	1431956993s/119760	119760.The_Seat_of_the_Soul
Hades (Halo, #2)	Alexandra Adornetto	3.99	26556	1421437413s/9666812	9666812-hades
Unbeautifully (Undeniable, #2)	Madeline Sheehan	4.39	26547	1356218822s/16114861	16114861-unbeautifully
The Program (The Program, #1)	Suzanne Young	4.08	26527	1344986164s/11366397	11366397-the-program
Bartleby the Scrivener	Herman Melville	3.88	26510	1320404048s/114230	114230.Bartleby_the_Scrivener
Bartleby el escribiente	Herman Melville	3.88	26510	1288994054s/656697	656697.Bartleby_el_escribiente
Wethering the Storm (The Storm, #2)	Samantha Towle	4.34	26508	1368083888s/16053316	16053316-wethering-the-storm
The Collected Poems	Sylvia Plath	4.19	26502	1168276210s/31426	31426.The_Collected_Poems
The Perfect Hope (Inn Boonsboro, #3)	Nora Roberts	4.13	26496	1351012631s/12951824	12951824-the-perfect-hope
Cross Country (Alex Cross, #14)	James Patterson	3.82	26482	1344270626s/1713912	1713912.Cross_Country
Tender at the Bone: Growing Up at the Table	Ruth Reichl	4.05	26462	1388325309s/53645	53645.Tender_at_the_Bone
Black Hills	Nora Roberts	4.07	26462	1303019108s/6013511	6013511-black-hills
Extreme Measures (Mitch Rapp, #11)	Vince Flynn	4.35	26458	1349014258s/3313418	3313418-extreme-measures
Extreme Measures (Mitch Rapp, #9)	Vince Flynn	4.35	26458	1348252266s/5064607	5064607-extreme-measures
Missing You	Harlan Coben	3.94	26457	1373737793s/18114060	18114060-missing-you
Angelfire (Angelfire, #1)	Courtney Allison Moulton	3.94	26454	1294531919s/7285498	7285498-angelfire
A Long Way from Chicago (A Long Way from Chicago, #1)	Richard Peck	3.91	26450	1388195985s/39963	39963.A_Long_Way_from_Chicago
Good Night, Mr. Tom	Michelle Magorian	4.26	26447	1282757902s/161099	161099.Good_Night_Mr_Tom
The Christmas Shoes (Christmas Hope #1)	Donna VanLiere	4.21	26435	1434144615s/42172	42172.The_Christmas_Shoes
Sanningen om fallet Harry Quebert	JoÃƒÂ«l Dicker	3.89	26432	1409914880s/23116138	23116138-sanningen-om-fallet-harry-quebert
The Truth About the Harry Quebert Affair	JoÃƒÂ«l Dicker	3.89	26432	1392581029s/19301797	19301797-the-truth-about-the-harry-quebert-affair
The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)	R.A. Salvatore	4.15	26432	1388973637s/68396	68396.The_Halfling_s_Gem
La verdad sobre el caso Harry Quebert	JoÃƒÂ«l Dicker	3.89	26432	1376660857s/18335570	18335570-la-verdad-sobre-el-caso-harry-quebert
La veritÃƒÂ  sul caso Harry Quebert	JoÃƒÂ«l Dicker	3.89	26432	1369638270s/17981035	17981035-la-verit-sul-caso-harry-quebert
La VÃƒÂ©ritÃƒÂ© sur l'affaire Harry Quebert	JoÃƒÂ«l Dicker	3.89	26432	1347987605s/16033842	16033842-la-v-rit-sur-l-affaire-harry-quebert
Letters to a Young Poet	Rainer Maria Rilke	4.34	26428	1321994947s/46199	46199.Letters_to_a_Young_Poet
Mennonite in a Little Black Dress: A Memoir of Going Home	Rhoda Janzen	3.16	26421	1440941806s/6365221	6365221-mennonite-in-a-little-black-dress
Every Last One	Anna Quindlen	3.82	26413	1320560129s/7468160	7468160-every-last-one
Vain (The Seven Deadly, #1)	Fisher Amelie	4.27	26408	1376504907s/18331807	18331807-vain
Flirt (Anita Blake, Vampire Hunter #18)	Laurell K. Hamilton	3.69	26408	1310494369s/6726595	6726595-flirt
Rebecca of Sunnybrook Farm	Kate Douglas Wiggin	3.83	26402	1348026765s/17529	17529.Rebecca_of_Sunnybrook_Farm
The Essential Rumi	Rumi	4.43	26401	1391414844s/304079	304079.The_Essential_Rumi
The Walking Dead, Book One (The Walking Dead #1-12)	Robert Kirkman	4.36	26382	1366215267s/30071	30071.The_Walking_Dead_Book_One
Executive Power (Mitch Rapp, #6)	Vince Flynn	4.32	26378	1442431876s/777211	777211.Executive_Power
The Castle of Llyr (The Chronicles of Prydain #3)	Lloyd Alexander	4.07	26360	1405714238s/24779	24779.The_Castle_of_Llyr
Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)	Lisa Gardner	4.15	26349	1385141722s/8701129	8701129-love-you-more
Sisterhood Everlasting (The Sisterhood of the Traveling Pants, #5)	Ann Brashares	3.9	26340	1328329568s/11126171	11126171-sisterhood-everlasting
Sisterhood Everlasting (Sisterhood, #5)	Ann Brashares	3.9	26340	1327878529s/9461872	9461872-sisterhood-everlasting
What's So Amazing About Grace?	Philip Yancey	4.2	26339	1328050483s/53817	53817.What_s_So_Amazing_About_Grace_
Found in You (Fixed, #2)	Laurelin Paige	4.27	26331	1431374917s/17930773	17930773-found-in-you
Hideaway	Dean Koontz	3.8	26330	1388257014s/32422	32422.Hideaway
Alexander Hamilton	Ron Chernow	4.13	26329	1436131915s/16130	16130.Alexander_Hamilton
Talking to Dragons (Enchanted Forest Chronicles, #4)	Patricia C. Wrede	4.18	26329	1425951863s/169871	169871.Talking_to_Dragons
As You Wish: Inconceivable Tales from the Making of The Princess Bride	Cary Elwes	4.05	26325	1429197204s/25370574	25370574-as-you-wish
Key of Knowledge (Key trilogy #2)	Nora Roberts	4.08	26324	1309202485s/762011	762011.Key_of_Knowledge
Touch of Power (Healer, #1)	Maria V. Snyder	4.19	26310	1325117081s/13075323	13075323-touch-of-power
A House in the Sky	Amanda Lindhout	4.17	26308	1370379455s/18039963	18039963-a-house-in-the-sky
The Ruby Circle (Bloodlines, #6)	Richelle Mead	4.21	26306	1409815340s/8709528	8709528-the-ruby-circle
Tempting the Best Man (Gamble Brothers, #1)	J. Lynn	3.75	26301	1336112984s/13614836	13614836-tempting-the-best-man
Harry Potter Paperback Boxed Set, Books 1-5 (Harry Potter, #1-5)	J.K. Rowling	4.76	26299	1388185391s/8	8.Harry_Potter_Paperback_Boxed_Set_Books_1_5
Swann's Way (In Search of Lost Time, #1)	Marcel Proust	4.14	26293	1452956236s/12749	12749.Swann_s_Way
Prodigal Son (Dean Koontz's Frankenstein, #1)	Dean Koontz	3.99	26288	1167321609s/21337	21337.Prodigal_Son
Chicken Soup for the Soul	Jack Canfield	3.93	26268	1348985789s/801178	801178.Chicken_Soup_for_the_Soul
Vampire Academy Box Set (Vampire Academy, #1-4)	Richelle Mead	4.61	26268	1281267849s/8718952	8718952-vampire-academy-box-set
The Demigod Diaries	Rick Riordan	4.21	26245	1328573978s/12959086	12959086-the-demigod-diaries
Key of Valor (Key Trilogy, #3)	Nora Roberts	4.09	26243	1442003703s/114206	114206.Key_of_Valor
Eight Cousins (Eight Cousins, #1)	Louisa May Alcott	4.02	26204	1328864060s/14570	14570.Eight_Cousins
Slottet	Franz Kafka	3.99	26199	1344369205s/15799564	15799564-slottet
The Castle	Franz Kafka	3.99	26199	1331696371s/333538	333538.The_Castle
How the Irish Saved Civilization	Thomas Cahill	3.8	26191	1403191471s/25669	25669.How_the_Irish_Saved_Civilization
Bread and Jam for Frances	Russell Hoban	4.2	26190	1384258893s/911579	911579.Bread_and_Jam_for_Frances
Ramona Forever (Ramona Quimby #7)	Beverly Cleary	4.04	26189	1266470149s/91249	91249.Ramona_Forever
Never Never: Part Two (Never Never, #2)	Colleen Hoover	4.18	26188	1420928158s/24422492	24422492-never-never
Faking It (Losing It, #2)	Cora Carmack	3.97	26182	1360560023s/16172634	16172634-faking-it
Until You (Fall Away, #1.5)	Penelope Douglas	4.37	26169	1392309696s/20803962	20803962-until-you
Vespers Rising (The 39 Clues, #11)	Rick Riordan	4.13	26167	1357211079s/9465845	9465845-vespers-rising
The World of Divergent: The Path to Allegiant (Divergent, #2.5)	Veronica Roth	3.99	26157	1376880754s/17860199	17860199-the-world-of-divergent
The Last Summer	Ann Brashares	3.58	26144	1442116771s/296302	296302.The_Last_Summer
The Stone Diaries	Carol Shields	3.82	26141	1285159303s/77554	77554.The_Stone_Diaries
Scott Pilgrim & the Infinite Sadness (Scott Pilgrim, #3)	Bryan Lee O'Malley	4.29	26139	1348130575s/29802	29802.Scott_Pilgrim_the_Infinite_Sadness
Beautiful Redemption (The Maddox Brothers, #2)	Jamie McGuire	4.15	26133	1418155511s/22717015	22717015-beautiful-redemption
The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)	Carrie Ryan	3.92	26124	1442965460s/6555517	6555517-the-dead-tossed-waves
The Prime of Miss Jean Brodie	Muriel Spark	3.76	26098	1379598918s/517188	517188.The_Prime_of_Miss_Jean_Brodie
Where the Moon Isn't	Nathan Filer	3.8	26096	1379150489s/17286816	17286816-where-the-moon-isn-t
The Shock of the Fall	Nathan Filer	3.8	26096	1356034436s/16120760	16120760-the-shock-of-the-fall
Housekeeping	Marilynne Robinson	3.82	26078	1327882949s/11741	11741.Housekeeping
Desire Unchained (Demonica #2)	Larissa Ione	4.26	26076	1344268874s/4497978	4497978-desire-unchained
Rock Chick Rescue (Rock Chick, #2)	Kristen Ashley	4.31	26056	1416398897s/7405450	7405450-rock-chick-rescue
Tricks (Tricks, #1)	Ellen Hopkins	4.28	26051	1347236052s/5510384	5510384-tricks
The Grownup	Gillian Flynn	3.55	26046	1441679582s/26025580	26025580-the-grownup
Desert Solitaire	Edward Abbey	4.22	26046	1399583343s/214614	214614.Desert_Solitaire
The Bet (The Bet, #1)	Rachel Van Dyken	3.86	26045	1362593639s/17560674	17560674-the-bet
The Black Dagger Brotherhood: An Insider's Guide	J.R. Ward	4.31	26030	1348281625s/2880715	2880715-the-black-dagger-brotherhood
The Heretic's Daughter	Kathleen Kent	3.76	26027	1344269239s/3181953	3181953-the-heretic-s-daughter
Annie on My Mind	Nancy Garden	3.96	26004	1388360021s/595375	595375.Annie_on_My_Mind
Third Grave Dead Ahead (Charley Davidson, #3)	Darynda Jones	4.4	25977	1310823404s/12043770	12043770-third-grave-dead-ahead
Creed (Unfinished Hero, #2)	Kristen Ashley	4.18	25974	1419970322s/13640229	13640229-creed
Go Tell It on the Mountain	James Baldwin	3.98	25968	1348424233s/17143	17143.Go_Tell_It_on_the_Mountain
Songs of Innocence and of Experience	William Blake	4.11	25966	1348408738s/171547	171547.Songs_of_Innocence_and_of_Experience
Counting by 7s	Holly Goldberg Sloan	4.14	25964	1396225872s/15937108	15937108-counting-by-7s
The Walking Dead, Vol. 02: Miles Behind Us	Robert Kirkman	4.26	25963	1298563748s/138396	138396.The_Walking_Dead_Vol_02
Mistral's Kiss (Merry Gentry, #5)	Laurell K. Hamilton	4.02	25953	1438472731s/30224	30224.Mistral_s_Kiss
The Forever of Ella and Micha (The Secret, #2)	Jessica Sorensen	4.11	25948	1363575595s/16055475	16055475-the-forever-of-ella-and-micha
Yellow Crocus	Laila Ibrahim	4.21	25941	1347689883s/10000191	10000191-yellow-crocus
A Good Man is Hard to Find and Other Stories	Flannery O'Connor	4.25	25925	1388251628s/48464	48464.A_Good_Man_is_Hard_to_Find_and_Other_Stories
The Atlantis Gene (The Origin Mystery, #1)	A.G. Riddle	3.67	25902	1385398066s/17999892	17999892-the-atlantis-gene
That Boy (That Boy, #1)	Jillian Dodd	3.98	25897	1305572809s/11382346	11382346-that-boy
River Secrets (The Books of Bayern, #3)	Shannon Hale	4.03	25890	1362875702s/248470	248470.River_Secrets
Bluebeard	Kurt Vonnegut	4.01	25883	1388330681s/9601	9601.Bluebeard
The Struggle (The Vampire Diaries, #2)	L.J. Smith	3.52	25882	1392080170s/395851	395851.The_Struggle
Silver on the Tree (The Dark is Rising, #5)	Susan Cooper	4.16	25875	1364805592s/11313	11313.Silver_on_the_Tree
The Wrath of Mulgarath (The Spiderwick Chronicles, #5)	Holly Black	3.91	25874	1358702186s/277190	277190.The_Wrath_of_Mulgarath
Half Magic (Tales of Magic, #1)	Edward Eager	3.94	25868	1388214174s/225038	225038.Half_Magic
Whose Body?  (Lord Peter Wimsey Mysteries, #1)	Dorothy L. Sayers	3.92	25860	1387573241s/192893	192893.Whose_Body_
Beach Road	James Patterson	3.79	25856	1387705973s/85733	85733.Beach_Road
Autobiography of a Yogi	Paramahansa Yogananda	4.19	25855	1347427162s/639864	639864.Autobiography_of_a_Yogi
Mirror Mirror	Gregory Maguire	3.26	25842	1407710336s/15858	15858.Mirror_Mirror
The End of Eternity	Isaac Asimov	4.19	25810	1405527675s/509784	509784.The_End_of_Eternity
Edenbrooke	Julianne Donaldson	4.34	25810	1371398291s/12820360	12820360-edenbrooke
Then We Came to the End	Joshua Ferris	3.44	25808	1442800496s/97782	97782.Then_We_Came_to_the_End
Ceremony in Death (In Death, #5)	J.D. Robb	4.25	25801	1376018955s/74036	74036.Ceremony_in_Death
The Amazing Maurice and His Educated Rodents (Discworld, #28)	Terry Pratchett	4.02	25801	1168566225s/34534	34534.The_Amazing_Maurice_and_His_Educated_Rodents
Going Clear: Scientology, Hollywood, and the Prison of Belief	Lawrence Wright	4	25800	1358119149s/16142053	16142053-going-clear
The Egypt Game (Game, #1)	Zilpha Keatley Snyder	3.8	25793	1347840597s/903	903.The_Egypt_Game
Trapped (The Iron Druid Chronicles, #5)	Kevin Hearne	4.28	25785	1346092123s/13536649	13536649-trapped
Another Roadside Attraction	Tom Robbins	3.96	25775	1327866271s/9570	9570.Another_Roadside_Attraction
The All-Girl Filling Station's Last Reunion	Fannie Flagg	3.95	25760	1373052495s/17345258	17345258-the-all-girl-filling-station-s-last-reunion
Timequake	Kurt Vonnegut	3.71	25755	1405784951s/9594	9594.Timequake
Whispers at Moonrise (Shadow Falls, #4)	C.C. Hunter	4.39	25749	1331497103s/13416236	13416236-whispers-at-moonrise
The Buried Giant	Kazuo Ishiguro	3.41	25740	1451444392s/22522805	22522805-the-buried-giant
Horton Hatches the Egg	Dr. Seuss	4.12	25735	1408927129s/11301	11301.Horton_Hatches_the_Egg
Shadows (Lux, #0.5)	Jennifer L. Armentrout	4.17	25722	1328414465s/13183957	13183957-shadows
Pursuit of Honor (Mitch Rapp, #12)	Vince Flynn	4.33	25715	1440180728s/6339304	6339304-pursuit-of-honor
Blameless (Parasol Protectorate, #3)	Gail Carriger	4	25697	1293436281s/7719355	7719355-blameless
Forest of Secrets (Warriors, #3)	Erin Hunter	4.39	25680	1388198807s/831194	831194.Forest_of_Secrets
The Dragon Heir (The Heir Chronicles, #3)	Cinda Williams Chima	4.14	25669	1304657191s/2866413	2866413-the-dragon-heir
Tick Tock	Dean Koontz	3.7	25668	1310582919s/281433	281433.Tick_Tock
Elon Musk: Inventing the Future	Ashlee Vance	4.23	25659	1404411386s/22543496	22543496-elon-musk
Glass Sword (Red Queen, #2)	Victoria Aveyard	4.04	25653	1436460934s/23174274	23174274-glass-sword
When Will There Be Good News? (Jackson Brodie, #3)	Kate Atkinson	3.97	25633	1441378919s/3289281	3289281-when-will-there-be-good-news
The Woman Upstairs	Claire Messud	3.31	25631	1345666863s/15701217	15701217-the-woman-upstairs
Ballet Shoes (Shoes, #1)	Noel Streatfeild	4.05	25617	1388180362s/10444	10444.Ballet_Shoes
Ballet Shoes	Noel Streatfeild	4.05	25617	1327885132s/2618032	2618032-ballet-shoes
Inescapable (The Premonition, #1)	Amy A. Bartol	4.06	25606	1327896605s/12925063	12925063-inescapable
Garlic and Sapphires: The Secret Life of a Critic in Disguise	Ruth Reichl	3.92	25603	1436980266s/80642	80642.Garlic_and_Sapphires
Eaters of the Dead	Michael Crichton	3.62	25600	1388369310s/7673	7673.Eaters_of_the_Dead
One Second After	William R. Forstchen	3.92	25595	1316728333s/4922079	4922079-one-second-after
Theodore Rex	Edmund Morris	4.15	25580	1388177930s/40923	40923.Theodore_Rex
Illusions (Wings, #3)	Aprilynne Pike	4.13	25578	1324797814s/6918909	6918909-illusions
Dragondrums (Harper Hall, #3)	Anne McCaffrey	4.02	25577	1410942131s/28553	28553.Dragondrums
Nevermore (Maximum Ride, #8)	James Patterson	3.87	25577	1328150920s/11946245	11946245-nevermore
Twice Tempted (Night Prince, #2)	Jeaniene Frost	4.31	25573	1352947741s/13125234	13125234-twice-tempted
Forever Black (Forever, #1)	Sandi Lynn	3.99	25569	1359579827s/17286162	17286162-forever-black
Truth (Consequences, #2)	Aleatha Romig	4.4	25535	1398768721s/16070018	16070018-truth
StrengthsFinder 2.0	Tom Rath	3.91	25534	1440946880s/56454	56454.StrengthsFinder_2_0
Kushiel's Avatar (PhÃƒÂ¨dre's Trilogy #3)	Jacqueline Carey	4.37	25531	1233366080s/40223	40223.Kushiel_s_Avatar
A Lick of Frost (Merry Gentry, #6)	Laurell K. Hamilton	4.12	25527	1347337530s/1406197	1406197.A_Lick_of_Frost
Fly Away (Firefly Lane, #2)	Kristin Hannah	3.92	25525	1355338978s/16044981	16044981-fly-away
A Spot of Bother	Mark Haddon	3.45	25517	1428506021s/4701	4701.A_Spot_of_Bother
El lado irresistible de Jude (Crush, #3)	Nicole  Williams	4.26	25509	1364552879s/17700450	17700450-el-lado-irresistible-de-jude
Crush (Crash, #3)	Nicole  Williams	4.26	25509	1350690968s/16096514	16096514-crush
Serena	Ron Rash	3.52	25506	1347430224s/2815590	2815590-serena
Hawkeye, Vol. 1: My Life as a Weapon	Matt Fraction	4.18	25505	1360413248s/16002136	16002136-hawkeye-vol-1
Black Swan Green	David Mitchell	3.97	25504	1320562118s/14316	14316.Black_Swan_Green
Un dernier verre avant la guerre (Kenzie & Gennaro #1)	Dennis Lehane	3.96	25500	1366267283s/1593855	1593855.Un_dernier_verre_avant_la_guerre
Nana, Vol. 1 (Nana, #1)	Ai Yazawa	4.2	25495	1388701565s/98413	98413.Nana_Vol_1
Panserhjerte (Harry Hole #8)	Jo NesbÃƒÂ¸	4.06	25492	1408635770s/6891433	6891433-panserhjerte
The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements	Sam Kean	3.88	25488	1438018063s/7247854	7247854-the-disappearing-spoon
Trust in Me (Wait for You, #1.5)	J. Lynn	4.28	25473	1394475610s/21416141	21416141-trust-in-me
Bullet (Anita Blake, Vampire Hunter #19)	Laurell K. Hamilton	3.82	25468	1292915430s/7121598	7121598-bullet
Triptych (Will Trent, #1)	Karin Slaughter	4.13	25463	1442531921s/21717	21717.Triptych
Last Night at Chateau Marmont	Lauren Weisberger	3.5	25461	1269790764s/7569223	7569223-last-night-at-chateau-marmont
Boneshaker (The Clockwork Century, #1)	Cherie Priest	3.5	25460	1433161048s/1137215	1137215.Boneshaker
Kitchen	Banana Yoshimoto	3.82	25456	1327904393s/50144	50144.Kitchen
Club Shadowlands (Masters of the Shadowlands, #1)	Cherise Sinclair	3.99	25450	1328014540s/6357022	6357022-club-shadowlands
Rainbow Valley (Anne of Green Gables, #7)	L.M. Montgomery	3.99	25449	1403192556s/77395	77395.Rainbow_Valley
Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)	R.A. Salvatore	4.13	25445	1457322786s/66692	66692.Streams_of_Silver
The House of the Seven Gables	Nathaniel Hawthorne	3.44	25444	1348244293s/90192	90192.The_House_of_the_Seven_Gables
Between the Lines (Between the Lines, #1)	Tammara Webber	3.72	25443	1367082644s/11262424	11262424-between-the-lines
Breathe (Colorado Mountain, #4)	Kristen Ashley	4.39	25435	1419969483s/15742039	15742039-breathe
The Hundred Thousand Kingdoms (Inheritance, #1)	N.K. Jemisin	3.78	25432	1303143211s/6437061	6437061-the-hundred-thousand-kingdoms
Full Moon Rising (Riley Jenson Guardian #1)	Keri Arthur	3.89	25425	1388347803s/172764	172764.Full_Moon_Rising
Switch: How to Change Things When Change Is Hard	Chip Heath	4	25418	1422839688s/6570502	6570502-switch
The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts	Douglas Adams	4.51	25417	1348461082s/841628	841628.The_Hitchhiker_s_Guide_to_the_Galaxy
After (After, #1)	Anna Todd	3.75	25409	1438077259s/22557520	22557520-after
Reaper's Legacy (Reapers MC, #2)	Joanna Wylde	4.28	25398	1373565326s/18076876	18076876-reaper-s-legacy
Something Rotten (Thursday Next, #4)	Jasper Fforde	4.14	25381	1270782422s/26999	26999.Something_Rotten
Veil of Midnight (Midnight Breed, #5)	Lara Adrian	4.26	25370	1388274772s/3373198	3373198-veil-of-midnight
Blubber	Judy Blume	3.78	25365	1348784315s/37739	37739.Blubber
Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)	Akira Toriyama	4.41	25361	1442541694s/969275	969275.Dragon_Ball_Vol_1
The Lust Lizard of Melancholy Cove (Pine Cove, #2)	Christopher Moore	3.84	25356	1168444147s/33458	33458.The_Lust_Lizard_of_Melancholy_Cove
Bone	Jeff Smith	4.4	25350	1420258957s/92143	92143.Bone
Touch the Dark (Cassandra Palmer, #1)	Karen Chance	3.7	25346	1307391100s/67513	67513.Touch_the_Dark
Whispers	Dean Koontz	3.89	25345	1388638928s/64948	64948.Whispers
Vanish (Firelight, #2)	Sophie Jordan	3.97	25338	1327879019s/9436632	9436632-vanish
Vengeance in Death (In Death, #6)	J.D. Robb	4.32	25338	1314315865s/132778	132778.Vengeance_in_Death
A Single Shard	Linda Sue Park	3.85	25325	1348868705s/785453	785453.A_Single_Shard
Bare Bones (Temperance Brennan, #6)	Kathy Reichs	3.95	25317	1440033047s/128752	128752.Bare_Bones
Half Bad (Half-Life Trilogy, #1)	Sally  Green	3.82	25309	1433319302s/18621194	18621194-half-bad
Half Bad (The Half Bad Trilogy, #1)	Sally  Green	3.82	25309	1413889712s/18079804	18079804-half-bad
Born in Ice (Born In Trilogy, #2)	Nora Roberts	4.12	25309	1388252955s/114129	114129.Born_in_Ice
The Robots of Dawn (Robot, #3)	Isaac Asimov	4.1	25306	1351030933s/41810	41810.The_Robots_of_Dawn
The Gambler	Fyodor Dostoyevsky	3.88	25295	1348607722s/12857	12857.The_Gambler
Kurt Vonnegut's Cat's Cradle	Harold Bloom	4.33	25294	1297118346s/4983	4983.Kurt_Vonnegut_s_Cat_s_Cradle
Princess of the Midnight Ball (Princess, #1)	Jessica Day George	3.91	25290	1312063284s/3697927	3697927-princess-of-the-midnight-ball
Little Altars Everywhere	Rebecca Wells	3.54	25276	1428535264s/6697	6697.Little_Altars_Everywhere
Rich Man, Poor Man	Irwin Shaw	4.13	25267	1353725186s/315519	315519.Rich_Man_Poor_Man
Cheaper by the Dozen	Frank B. Gilbreth Jr.	3.98	25259	1348220916s/764903	764903.Cheaper_by_the_Dozen
The Bad Place	Dean Koontz	3.84	25258	1388294158s/32430	32430.The_Bad_Place
When God was a Rabbit	Sarah Winman	3.65	25253	1311417203s/8874743	8874743-when-god-was-a-rabbit
The Other Woman	Jane Green	3.67	25250	1409800838s/22686	22686.The_Other_Woman
Necessary Lies	Diane Chamberlain	4.22	25241	1362226103s/17286747	17286747-necessary-lies
Long Day's Journey Into Night	Eugene O'Neill	4.06	25236	1388252659s/12083	12083.Long_Day_s_Journey_Into_Night
The Oresteia  (ÃŽÅ¸ÃÂÃŽÂ­ÃÆ’Ãâ€žÃŽÂµÃŽÂ¹ÃŽÂ±, #1-3)	Aeschylus	3.98	25234	1391822282s/1519	1519.The_Oresteia
Deal Breaker (Myron Bolitar, #1)	Harlan Coben	3.95	25234	1389110688s/43928	43928.Deal_Breaker
The Wednesday Wars	Gary D. Schmidt	4.05	25231	1442044636s/556136	556136.The_Wednesday_Wars
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles	Steven Pressfield	4.09	25226	1388176109s/1319	1319.The_War_of_Art
