title	author	avg_rating	ratings	img	url
Blackwood Farm (The Vampire Chronicles #9)	Anne Rice	3.84	25218	1328039804s/7975483	7975483-blackwood-farm
Blackwood Farm (The Vampire Chronicles, #9)	Anne Rice	3.84	25218	1327522790s/31337	31337.Blackwood_Farm
Mattimeo (Redwall, #3)	Brian Jacques	4.01	25193	1388194271s/201342	201342.Mattimeo
The Spellman Files (The Spellmans, #1)	Lisa Lutz	3.88	25175	1347521714s/129117	129117.The_Spellman_Files
Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own in a Relationship	Sherry Argov	3.89	25166	1388180512s/46191	46191.Why_Men_Love_Bitches
To Tame A Highland Warrior (Highlander #2)	Karen Marie Moning	4.14	25166	1201362661s/112756	112756.To_Tame_A_Highland_Warrior
Time Enough for Love	Robert A. Heinlein	3.95	25142	1218664355s/353	353.Time_Enough_for_Love
One More Thing: Stories and Other Stories	B.J. Novak	3.64	25141	1388374820s/18007571	18007571-one-more-thing
84, Charing Cross Road	Helene Hanff	4.18	25140	1287338794s/368916	368916.84_Charing_Cross_Road
Asylum (Asylum, #1)	Madeleine Roux	3.63	25129	1371333892s/13597728	13597728-asylum
Blaze	Richard Bachman	3.6	25123	1442600647s/349473	349473.Blaze
Ordinary Grace	William Kent Krueger	4.12	25122	1358264094s/15803059	15803059-ordinary-grace
Gravity's Rainbow	Thomas Pynchon	4.03	25120	1414969925s/415	415.Gravity_s_Rainbow
Fever Pitch	Nick Hornby	3.71	25117	1426114203s/4264	4264.Fever_Pitch
Across the Nightingale Floor (Tales of the Otori, #1)	Lian Hearn	4.05	25110	1438630231s/77160	77160.Across_the_Nightingale_Floor
Zoo	James Patterson	3.39	25105	1355175463s/13353667	13353667-zoo
Scott Pilgrim Gets It Together (Scott Pilgrim, #4)	Bryan Lee O'Malley	4.32	25101	1348203290s/744615	744615.Scott_Pilgrim_Gets_It_Together
These Things Hidden	Heather Gudenkauf	3.84	25099	1296001564s/9166559	9166559-these-things-hidden
Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)	Whitney Gracia Williams	4.17	25089	1395319856s/20761374	20761374-reasonable-doubt
Bite Club (The Morganville Vampires, #10)	Rachel Caine	4.24	25082	1388177342s/9376345	9376345-bite-club
The Book of Tomorrow	Cecelia Ahern	3.65	25071	1276970678s/6631792	6631792-the-book-of-tomorrow
The Razor's Edge	W. Somerset Maugham	4.17	25069	1386925123s/31196	31196.The_Razor_s_Edge
Being Nikki (Airhead, #2)	Meg Cabot	3.87	25056	1388622070s/5135798	5135798-being-nikki
Att vara Nikki (Airhead, #2)	Meg Cabot	3.87	25056	1366308135s/17829651	17829651-att-vara-nikki
Midnight Bayou	Nora Roberts	3.95	25053	1309200744s/114132	114132.Midnight_Bayou
The Big Over Easy (Nursery Crime, #1)	Jasper Fforde	3.92	25034	1432412758s/6628	6628.The_Big_Over_Easy
White Hot Kiss (The Dark Elements, #1)	Jennifer L. Armentrout	4.29	25026	1377784515s/17455585	17455585-white-hot-kiss
Dragonsdawn (Pern, #9)	Anne McCaffrey	4.14	25018	1304015693s/465904	465904.Dragonsdawn
Mona Lisa Overdrive (Sprawl, #3)	William Gibson	3.96	25006	1374778887s/154091	154091.Mona_Lisa_Overdrive
A Murder Is Announced (Miss Marple, #5)	Agatha Christie	3.94	25002	1348508635s/16298	16298.A_Murder_Is_Announced
Saga, Volume 4	Brian K. Vaughan	4.48	24996	1410890998s/23093367	23093367-saga-volume-4
HÃ„Â±rsÃ„Â±z (Love Me with Lies, #3)	Tarryn Fisher	4.42	24985	1406105073s/22779732	22779732-h-rs-z
Thief (Love Me with Lies, #3)	Tarryn Fisher	4.42	24985	1361401256s/16090981	16090981-thief
Flora and Ulysses: The Illuminated Adventures	Kate DiCamillo	3.85	24972	1424980670s/16052012	16052012-flora-and-ulysses
A Red Herring Without Mustard (Flavia de Luce, #3)	Alan Bradley	4.07	24962	1388266441s/8517008	8517008-a-red-herring-without-mustard
War and Remembrance (The Henry Family, #2)	Herman Wouk	4.36	24961	1422331351s/42986	42986.War_and_Remembrance
Flow: The Psychology of Optimal Experience	Mihaly Csikszentmihalyi	4.08	24943	1432253110s/66354	66354.Flow
Rome (Marked Men, #3)	Jay Crownover	4.23	24943	1378491674s/17798233	17798233-rome
The Little Stranger	Sarah Waters	3.49	24943	1348922866s/6065182	6065182-the-little-stranger
Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)	Joss Whedon	3.95	24935	1331332425s/1270615	1270615.Buffy_the_Vampire_Slayer
The Cay (The Cay, #1)	Theodore Taylor	3.73	24934	1388197101s/18553	18553.The_Cay
Eragon, Eldest & Brisingr (Inheritance, #1-3)	Christopher Paolini	4.18	24932	1348466270s/2479827	2479827.Eragon_Eldest_Brisingr
There Was an Old Lady Who Swallowed a Fly	Pam Adams	4.19	24925	1413746503s/949709	949709.There_Was_an_Old_Lady_Who_Swallowed_a_Fly
Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)	Rachel RenÃƒÂ©e Russell	4.29	24925	1370064608s/8274537	8274537-tales-from-a-not-so-popular-party-girl
Valiant (Modern Faerie Tales, #2)	Holly Black	3.91	24923	1332713354s/266607	266607.Valiant
Leviathan	Thomas Hobbes	3.64	24919	1326788684s/91953	91953.Leviathan
Consider the Lobster and Other Essays	David Foster Wallace	4.24	24915	1388854217s/6751	6751.Consider_the_Lobster_and_Other_Essays
Going Bovine	Libba Bray	3.65	24913	1320391025s/6512140	6512140-going-bovine
Cranford (The Cranford Chronicles #1)	Elizabeth Gaskell	3.84	24888	1384064224s/18775568	18775568-cranford
Cranford	Elizabeth Gaskell	3.84	24888	1375746052s/182381	182381.Cranford
Bad Things (Tristan & Danika, #1)	R.K. Lilley	4.35	24878	1371404883s/17377032	17377032-bad-things
Arrows of the Queen (Heralds of Valdemar, #1)	Mercedes Lackey	4.15	24876	1296358547s/13986	13986.Arrows_of_the_Queen
Rot & Ruin (Rot & Ruin, #1)	Jonathan Maberry	4.11	24874	1264898635s/7157310	7157310-rot-ruin
Poirot Investiga (HÃƒÂ©rcules Poirot, #3)	Agatha Christie	4.08	24867	1359475912s/140302	140302.Poirot_Investiga
Buried Prey (Lucas Davenport, #21)	John Sandford	4.22	24856	1439147974s/9440448	9440448-buried-prey
Archangel's Consort (Guild Hunter, #3)	Nalini Singh	4.24	24855	1348400766s/7307503	7307503-archangel-s-consort
Nobody's Baby But Mine (Chicago Stars, #3)	Susan Elizabeth Phillips	4.06	24841	1298032580s/73080	73080.Nobody_s_Baby_But_Mine
From Ashes (From Ashes, #1)	Molly McAdams	4.14	24828	1361745082s/16122163	16122163-from-ashes
No One Belongs Here More Than You	Miranda July	3.81	24817	1341079226s/113429	113429.No_One_Belongs_Here_More_Than_You
Finding Audrey	Sophie Kinsella	3.83	24806	1422689464s/23305614	23305614-finding-audrey
My Blood Approves (My Blood Approves, #1)	Amanda Hocking	3.84	24804	1282351187s/8046350	8046350-my-blood-approves
City of Bones (Harry Bosch Universe, #9)	Michael Connelly	4.02	24796	1441057369s/84777	84777.City_of_Bones
Soul Harvest: The World Takes Sides (Left Behind, #4)	Tim LaHaye	3.94	24796	1406513506s/228261	228261.Soul_Harvest
Maximum Ride, Vol. 1 (Maximum Ride: The Manga, #1)	James Patterson	4.24	24793	1299863638s/3173558	3173558-maximum-ride-vol-1
King Rat (Asian Saga, #1)	James Clavell	4.08	24778	1388889819s/9827	9827.King_Rat
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets	Nassim Nicholas Taleb	4.03	24776	1388180506s/38315	38315.Fooled_by_Randomness
No One Here Gets Out Alive	Danny Sugerman	3.91	24754	1344270704s/691520	691520.No_One_Here_Gets_Out_Alive
Truth and Beauty	Ann Patchett	3.93	24753	1410140355s/3686	3686.Truth_and_Beauty
The Calling (Darkness Rising, #2)	Kelley Armstrong	4.11	24751	1327959193s/11765920	11765920-the-calling
The Charm School	Nelson DeMille	4.24	24740	1337601423s/353814	353814.The_Charm_School
Daughter of the Blood (The Black Jewels #1)	Anne Bishop	4.14	24738	1400569100s/47956	47956.Daughter_of_the_Blood
The Unidentified Redhead (Redhead, #1)	Alice Clayton	4.06	24734	1355688970s/7743783	7743783-the-unidentified-redhead
Rock Chick Redemption (Rock Chick, #3)	Kristen Ashley	4.43	24722	1409609236s/9799572	9799572-rock-chick-redemption
Storm Born (Dark Swan #1)	Richelle Mead	3.91	24718	1327900947s/2754510	2754510-storm-born
Succubus on Top (Georgina Kincaid, #2)	Richelle Mead	4.08	24707	1315977158s/1316617	1316617.Succubus_on_Top
Crossing to Safety	Wallace Stegner	4.16	24701	1436043179s/9820	9820.Crossing_to_Safety
Tales of the City (Tales of the City, #1)	Armistead Maupin	4.06	24701	1283651432s/16255	16255.Tales_of_the_City
The Diamond Throne (The Elenium, #1)	David Eddings	3.9	24699	1388212601s/616678	616678.The_Diamond_Throne
Little Children	Tom Perrotta	3.6	24697	1327556734s/37426	37426.Little_Children
Marie Antoinette: The Journey	Antonia Fraser	3.91	24696	1388200308s/17157	17157.Marie_Antoinette
10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works Ã¢â‚¬â€œ A True Story	Dan Harris	3.92	24680	1411335356s/21920672	21920672-10-happier
The Secret Hour (Midnighters, #1)	Scott Westerfeld	3.81	24663	1319198037s/24766	24766.The_Secret_Hour
The Perfect Husband (Quincy & Rainie, #1)	Lisa Gardner	4	24659	1388630844s/65910	65910.The_Perfect_Husband
The Sandcastle Girls	Chris Bohjalian	3.85	24657	1332018541s/13330603	13330603-the-sandcastle-girls
The Club Dumas	Arturo PÃƒÂ©rez-Reverte	3.81	24644	1327896341s/7194	7194.The_Club_Dumas
A World Without Heroes (Beyonders, #1)	Brandon Mull	4.05	24641	1388338606s/8306745	8306745-a-world-without-heroes
Fire Inside (Chaos, #2)	Kristen Ashley	4.33	24637	1419970980s/17257990	17257990-fire-inside
Servant of the Bones	Anne Rice	3.68	24634	1312931293s/43805	43805.Servant_of_the_Bones
Sweet Home (Sweet Home, #1)	Tillie Cole	4.07	24630	1376473414s/18105011	18105011-sweet-home
Innocent Traitor	Alison Weir	3.94	24626	1388228144s/111218	111218.Innocent_Traitor
Daemon (Daemon, #1)	Daniel Suarez	4.17	24625	1432909825s/4699575	4699575-daemon
Daemon	Daniel Suarez	4.17	24625	1348912643s/6665847	6665847-daemon
The Eight (The Eight #1)	Katherine Neville	3.92	24621	1388263286s/113310	113310.The_Eight
The Federalist Papers	Alexander Hamilton	4.02	24616	1327865541s/110331	110331.The_Federalist_Papers
An Offer From a Gentleman (Bridgertons, #3)	Julia Quinn	4.07	24603	1306208628s/110385	110385.An_Offer_From_a_Gentleman
An American Tragedy	Theodore Dreiser	3.92	24601	1309283443s/331319	331319.An_American_Tragedy
The Druid of Shannara (Heritage of Shannara, #2)	Terry Brooks	3.99	24578	1390260857s/15568	15568.The_Druid_of_Shannara
The Druid Of Shannara	Terry Brooks	3.99	24578	1333311611s/13572335	13572335-the-druid-of-shannara
Written in Red (The Others, #1)	Anne Bishop	4.32	24573	1411439502s/15711341	15711341-written-in-red
The Pledge (The Pledge, #1)	Kimberly Derting	3.81	24571	1327878861s/10637748	10637748-the-pledge
The Midwife's Confession	Diane Chamberlain	4.04	24559	1323870279s/10059498	10059498-the-midwife-s-confession
Wanted (Wanted, #1)	Kelly Elliott	3.98	24556	1354255331s/16152943	16152943-wanted
Goddess Interrupted (Goddess Test, #2)	Aimee Carter	4.04	24553	1397956745s/12637490	12637490-goddess-interrupted
The Hypnotist (Joona Linna, #1)	Lars Kepler	3.6	24552	1404859934s/9835731	9835731-the-hypnotist
River God (Ancient Egypt, #1)	Wilbur Smith	4.19	24546	1388192405s/429138	429138.River_God
Term Limits	Vince Flynn	4.29	24544	1311847654s/85392	85392.Term_Limits
The Third Option (Mitch Rapp, #4)	Vince Flynn	4.26	24536	1314830587s/184661	184661.The_Third_Option
On the Beach	Nevil Shute	3.92	24518	1327943327s/38180	38180.On_the_Beach
Gulp: Adventures on the Alimentary Canal	Mary Roach	3.91	24512	1352232547s/13615414	13615414-gulp
Wasted: A Memoir of Anorexia and Bulimia	Marya Hornbacher	3.97	24496	1388181134s/46815	46815.Wasted
Dark Triumph (His Fair Assassin, #2)	Robin LaFevers	4.16	24495	1361480821s/17406490	17406490-dark-triumph
Broken (Otherworld, #6)	Kelley Armstrong	4.19	24494	1330706568s/11915	11915.Broken
The River of Doubt: Theodore Roosevelt's Darkest Journey	Candice Millard	4.17	24480	1430014768s/78508	78508.The_River_of_Doubt
Gone (Dream Catcher, #3)	Lisa McMann	3.73	24473	1269866682s/7124095	7124095-gone
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making (Fairyland, #1)	Catherynne M. Valente	3.97	24472	1388179691s/9591398	9591398-the-girl-who-circumnavigated-fairyland-in-a-ship-of-her-own-making
Nefertiti	Michelle Moran	4.06	24465	1320449831s/481446	481446.Nefertiti
The Swan Thieves	Elizabeth Kostova	3.52	24440	1344269925s/6383294	6383294-the-swan-thieves
Sweet Filthy Boy (Wild Seasons, #1)	Christina Lauren	4.18	24437	1395723782s/18775297	18775297-sweet-filthy-boy
Angels Flight (Harry Bosch Universe, #6)	Michael Connelly	4.09	24430	1440615586s/32502	32502.Angels_Flight
The First Four Years  (Little House, #9)	Laura Ingalls Wilder	3.87	24430	1266449687s/8296	8296.The_First_Four_Years
Vampire Mountain (Cirque Du Freak, #4)	Darren Shan	4.17	24420	1255813254s/8960	8960.Vampire_Mountain
I Too Had A Love Story..	Ravinder Singh	3.65	24419	1284028601s/7105461	7105461-i-too-had-a-love-story
So B. It	Sarah Weeks	4.09	24413	1386925805s/237320	237320.So_B_It
The Magic Faraway Tree (The Faraway Tree, #2)	Enid Blyton	4.29	24411	1389353760s/74998	74998.The_Magic_Faraway_Tree
The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism	Naoki Higashida	3.75	24406	1384018847s/16113737	16113737-the-reason-i-jump
Maine	J. Courtney Sullivan	3.32	24402	1295996313s/9923372	9923372-maine
Thr3e	Ted Dekker	4.07	24397	1380856492s/125963	125963.Thr3e
Tr3s	Ted Dekker	4.07	24397	1348364717s/695603	695603.Tr3s
 Angels (Walsh Family, #3)	Marian Keyes	3.72	24394	1407711412s/82747	82747.Angels
Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)	Christopher Pike	4.05	24383	1327900390s/6424184	6424184-thirst-no-2
Saving Fish from Drowning	Amy Tan	3.4	24379	1388209360s/9503	9503.Saving_Fish_from_Drowning
Life Expectancy	Dean Koontz	3.97	24379	1308458308s/16435	16435.Life_Expectancy
Island of the Sequined Love Nun	Christopher Moore	3.77	24368	1168444146s/33455	33455.Island_of_the_Sequined_Love_Nun
The Eternity Cure (Blood of Eden, #2)	Julie Kagawa	4.28	24360	1362772965s/13581990	13581990-the-eternity-cure
The Closers (Harry Bosch Universe, #13)	Michael Connelly	4.04	24356	1330695663s/1070480	1070480.The_Closers
Beautifully Damaged (Beautifully Damaged, #1)	L.A. Fiore	4.02	24344	1350800166s/16079228	16079228-beautifully-damaged
Time of the Twins (Dragonlance: Legends, #1)	Margaret Weis	4.11	24341	1390667790s/29187	29187.Time_of_the_Twins
Letter to a Christian Nation	Sam Harris	4.03	24332	1385089375s/51299	51299.Letter_to_a_Christian_Nation
The Hellbound Heart	Clive Barker	4.01	24328	1327312426s/52635	52635.The_Hellbound_Heart
Use of Weapons (Culture, #3)	Iain M. Banks	4.18	24324	1388530572s/12007	12007.Use_of_Weapons
Habibi	Craig Thompson	4.03	24316	1327899014s/10138607	10138607-habibi
The Lost City of Faar (Pendragon, #2)	D.J. MacHale	4.16	24303	1431400965s/215543	215543.The_Lost_City_of_Faar
Blue-Eyed Devil (Travises, #2)	Lisa Kleypas	4.21	24292	1311990880s/1756703	1756703.Blue_Eyed_Devil
Brimstone (Pendergast, #5; Diogenes, #1)	Douglas Preston	4.11	24285	1369943498s/136637	136637.Brimstone
Tulikivi (Pendergast, #3)	Douglas Preston	4.11	24285	1316897008s/12712682	12712682-tulikivi
Spook: Science Tackles the Afterlife	Mary Roach	3.56	24282	1401287778s/14990	14990.Spook
Amphigorey (Amphigorey, #1)	Edward Gorey	4.1	24268	1327649608s/47559	47559.Amphigorey
The Black Company (The Chronicle of the Black Company, #1)	Glen Cook	3.95	24264	1389929874s/140671	140671.The_Black_Company
War Brides	Helen Bryan	3.68	24255	1348638940s/2535743	2535743.War_Brides
Cradle and All	James Patterson	3.88	24251	1436538932s/5575	5575.Cradle_and_All
The House of Silk (Sherlock Holmes #1)	Anthony Horowitz	3.93	24243	1327877129s/11093329	11093329-the-house-of-silk
Spin (Spin, #1)	Robert Charles Wilson	4	24237	1406383726s/910863	910863.Spin
Ben-Hur: A Tale of the Christ	Lew Wallace	4.01	24235	1450180491s/387749	387749.Ben_Hur
Purple Hibiscus	Chimamanda Ngozi Adichie	4.07	24224	1329431038s/126381	126381.Purple_Hibiscus
One Tiny Lie (Ten Tiny Breaths, #2)	K.A. Tucker	4.31	24220	1380903726s/17302495	17302495-one-tiny-lie
Oz: The Wonderful Wizard of Oz	Eric Shanower	4.07	24214	1336571208s/6662883	6662883-oz
ÃŽÂ¤ÃŽÂ¿ ÃÅ’ÃŽÂ½ÃŽÂ¿ÃŽÂ¼ÃŽÂ¬ ÃŽÂ¼ÃŽÂ¿Ãâ€¦ ÃŽÂµÃŽÂ¯ÃŽÂ½ÃŽÂ±ÃŽÂ¹ ÃŽÂ¼ÃŽÂ½ÃŽÂ®ÃŽÂ¼ÃŽÂ·	Ann Brashares	3.7	24210	1322310024s/13111307	13111307
My Name Is Memory	Ann Brashares	3.7	24210	1307512606s/7135858	7135858-my-name-is-memory
The Plot Against America	Philip Roth	3.66	24204	1327711853s/703	703.The_Plot_Against_America
The Silent Sister	Diane Chamberlain	3.92	24195	1429104795s/23354251	23354251-the-silent-sister
Jacob Have I Loved	Katherine Paterson	3.63	24185	1388254908s/337058	337058.Jacob_Have_I_Loved
Outpost (Razorland, #2)	Ann Aguirre	4.12	24183	1343084394s/10193062	10193062-outpost
Natural Born Charmer (Chicago Stars, #7)	Susan Elizabeth Phillips	4.14	24180	1308742575s/73064	73064.Natural_Born_Charmer
Holiday in Death (In Death, #7)	J.D. Robb	4.29	24172	1389932347s/238125	238125.Holiday_in_Death
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre	H.P. Lovecraft	4.31	24172	1333214256s/36315	36315.The_Best_of_H_P_Lovecraft
Now You See Her	James Patterson	3.97	24165	1435387035s/7926569	7926569-now-you-see-her
My Friend Flicka (Flicka, #1)	Mary O'Hara	4.14	24157	1429495342s/164542	164542.My_Friend_Flicka
To Green Angel Tower (Memory, Sorrow, and Thorn, #3)	Tad Williams	4.15	24144	1347824309s/28691	28691.To_Green_Angel_Tower
On the Edge (The Edge, #1)	Ilona Andrews	4.02	24144	1307445575s/6329547	6329547-on-the-edge
Raised by Wolves (Raised by Wolves, #1)	Jennifer Lynn Barnes	3.95	24136	1388502777s/6905534	6905534-raised-by-wolves
The Darkest Hour (Warriors, #6)	Erin Hunter	4.5	24132	1386924432s/49006	49006.The_Darkest_Hour
Tehlikeli KÃ„Â±zÃ„Â±l (Love Me With Lies, #2)	Tarryn Fisher	4.23	24131	1391714116s/20743647	20743647-tehlikeli-k-z-l
Dirty Red (Love Me with Lies, #2)	Tarryn Fisher	4.23	24131	1364298887s/15832316	15832316-dirty-red
Rising Storm (Warriors, #4)	Erin Hunter	4.36	24118	1388189624s/295086	295086.Rising_Storm
4:50 from Paddington (Miss Marple, #8)	Agatha Christie	3.9	24109	1388324483s/140278	140278.4
The Doors of Perception & Heaven and Hell	Aldous Huxley	3.96	24086	1375947566s/5128	5128.The_Doors_of_Perception_Heaven_and_Hell
Vampire Kisses: The Beginning (Vampire Kisses, #1-3)	Ellen Schreiber	4.12	24082	1442934678s/5489684	5489684-vampire-kisses
Portrait in Death (In Death, #16)	J.D. Robb	4.36	24076	1414957978s/268604	268604.Portrait_in_Death
Jo's Boys (Little Women, #3)	Louisa May Alcott	3.79	24076	1347470247s/372319	372319.Jo_s_Boys
The Boys from Brazil	Ira Levin	4.04	24074	1328882615s/99894	99894.The_Boys_from_Brazil
Teacher Man	Frank McCourt	3.72	24067	1441149612s/4909	4909.Teacher_Man
The Day the Crayons Quit	Drew Daywalt	4.4	24064	1397425766s/16101018	16101018-the-day-the-crayons-quit
The Hook Up (Game On, #1)	Kristen Callihan	4.06	24061	1407891923s/22611920	22611920-the-hook-up
Knots and Crosses (Inspector Rebus, #1)	Ian Rankin	3.83	24059	1388781809s/634407	634407.Knots_and_Crosses
The Mephisto Club (Rizzoli & Isles, #6)	Tess Gerritsen	4	24057	1389056704s/32254	32254.The_Mephisto_Club
Rock Chick Revenge (Rock Chick, #5)	Kristen Ashley	4.51	24053	1328299988s/11227043	11227043-rock-chick-revenge
The Marriage Trap (Marriage to a Billionaire, #2)	Jennifer Probst	3.91	24048	1346736227s/14165516	14165516-the-marriage-trap
The Lion's Game	Nelson DeMille	4.17	24041	1418769272s/1832682	1832682.The_Lion_s_Game
Tiger's Voyage (The Tiger Saga, #3)	Colleen Houck	4.36	24038	1320459742s/7849341	7849341-tiger-s-voyage
The Signal and the Noise: Why So Many Predictions Fail--but Some Don't	Nate Silver	3.95	24033	1412530557s/22891356	22891356-the-signal-and-the-noise
The Signal and the Noise: Why So Many Predictions Fail - But Some Don't	Nate Silver	3.95	24033	1355058876s/13588394	13588394-the-signal-and-the-noise
Selected Stories	Anton Chekhov	4.35	24032	1334702425s/5693	5693.Selected_Stories
Imagine: How Creativity Works	Jonah Lehrer	3.74	24028	1327000473s/12987640	12987640-imagine
